Product ID,SKU,Name,Category,Price,Original Price,Discount,Description,Weight (kg),Dimensions (cm),Brand,Color,Warranty (months),Stock (units),Trending
P73503,SKU-12729,Medical Electronics,Books,R$ 940.95,R$ 1011.77,7%,Off should unit investment speak huge pressure soldier result film shake attack international other major.,6.6,55x45x60,"Mcdonald, Schneider and Hansen",Red,12,69,0
P678405,SKU-68403,Notice Electronics,Books,R$ 799.96,R$ 1290.26,38%,Election example old now likely traditional recently rich sport necessary his history fill great heart behavior state source page.,8.4,35x17x41,Meyers-Allen,Blue,16,382,0
P502302,SKU-91969,Inside Home,Home & Kitchen,R$ 1710.41,R$ 1839.15,7%,Friend remain late through camera especially recent center claim group author impact second speech memory present.,1.4,85x40x97,Miller-Brown,Black,14,486,0
P912793,SKU-62017,Agree Fashion,Home & Kitchen,R$ 612.64,R$ 651.74,6%,Open toward forget medical prepare out evening use sit radio kind each kid house run majority.,2.3,66x10x19,Francis-Lane,Black,19,198,0
P56769,SKU-93436,Job Electronics,Fashion,R$ 1138.76,R$ 1224.47,7%,Leader show drive hair something respond wide nature down size alone ahead record improve around already instead sure community last.,2.5,52x93x60,"Wilkerson, Harrington and Marquez",Green,6,328,0
P910376,SKU-14732,Answer Books,Sports,R$ 418.29,R$ 721.19,42%,Drug whatever painting key middle then choose listen cut character scientist enter agree for.,2.8,61x34x94,Cantu-Sullivan,Gray,20,336,0
P111415,SKU-27659,Early Books,Electronics,R$ 1751.47,R$ 1946.08,10%,Collection sell top list focus you face social reduce official cover gun example fund accept job key security always often.,5.7,71x42x20,Howard-Butler,Gray,24,450,1
P233419,SKU-40640,Them Sports,Home & Kitchen,R$ 467.65,R$ 882.36,47%,When tend space specific member before up itself keep artist walk last affect prove.,6.5,20x53x54,"Estrada, Morris and Santiago",Green,24,406,1
P291908,SKU-52568,Truth Sports,Sports,R$ 495.02,R$ 761.57,35%,Company spend lead born people to growth activity Congress example fund read either that.,6.9,84x56x93,Johnson-Nelson,White,18,181,0
P763258,SKU-73686,Hope Home,Home & Kitchen,R$ 297.29,R$ 560.92,47%,Everyone small later mouth right trial leg us several enough term Congress system experience great serve career agent beautiful loss.,2.0,92x80x30,"Martin, Daniels and Perez",Black,24,90,0
P343401,SKU-50603,Maintain Sports,Fashion,R$ 863.0,R$ 1628.3,47%,Decision whether eat discover dark into economic white movie ask walk little bed walk story always answer cause close again.,0.5,53x95x78,"Smith, Morrison and Woods",Red,8,332,0
P403262,SKU-37241,Gas Home,Electronics,R$ 598.94,R$ 1015.15,41%,Animal trial store today shake play speech dog she instead remain age political international.,4.1,27x80x36,"Anderson, Curtis and Simpson",Black,17,122,1
P69108,SKU-85247,We Fashion,Books,R$ 199.95,R$ 289.78,31%,Including American young skin hard receive because capital appear my continue big clear activity wish both skin throughout.,5.8,58x85x13,Johnson Ltd,Red,9,44,1
P875753,SKU-16467,Tree Books,Electronics,R$ 1410.14,R$ 1855.45,24%,Follow change side president physical party even happy fine rather hotel anything radio yet group meet lead guess time occur.,2.7,13x85x91,"Stanton, King and Castro",Black,24,351,1
P107144,SKU-81428,Ever Sports,Sports,R$ 1013.64,R$ 1316.41,23%,Ten tell save almost four at reveal act minute five treat administration view try air station effort none according.,7.9,20x30x93,"Norris, Myers and Nguyen",Gray,15,310,0
P758648,SKU-12569,Weight Books,Home & Kitchen,R$ 1057.24,R$ 1601.88,34%,Clear task cut body federal east treatment he spend fill book turn everyone go big news.,7.1,31x81x58,Clark-Castro,Blue,12,384,1
P934714,SKU-73962,Guy Sports,Books,R$ 726.89,R$ 1275.24,43%,Recognize according every beautiful game easy federal between cup media police sing lose gun in ball black door though.,9.4,63x54x49,Hayes-Navarro,Blue,9,399,0
P509901,SKU-6567,Thank Electronics,Home & Kitchen,R$ 206.11,R$ 381.69,46%,Win policy evidence budget science throw central level itself learn couple specific after identify million send pay.,2.1,34x90x49,Gonzalez-Wong,Green,6,225,1
P217359,SKU-89069,Fund Books,Books,R$ 1083.08,R$ 1463.62,26%,Voice article far machine situation across prepare become cut possible.,6.6,93x59x35,Melton-Valdez,Black,18,436,0
P158101,SKU-76723,Military Sports,Sports,R$ 545.07,R$ 672.92,19%,Group production image security similar crime someone though it lay.,3.0,85x80x39,Duran-Johnson,Blue,16,299,0
P103545,SKU-29449,Baby Sports,Electronics,R$ 551.54,R$ 1103.09,50%,Base increase seat lead under western friend quickly else director say agency focus them type yard.,5.2,68x43x84,Murray-Anderson,Yellow,8,286,0
P313556,SKU-24759,Report Fashion,Fashion,R$ 1210.26,R$ 1680.91,28%,Blood east former political figure fast wear move live down ground factor sit just.,6.5,11x27x29,"Crosby, Bullock and Patel",Black,21,370,1
P950836,SKU-75339,Present Books,Home & Kitchen,R$ 652.05,R$ 1124.23,42%,Capital son girl sound big current economic minute mind financial read yet resource full leader right.,8.6,52x65x22,Jones Group,Gray,7,169,0
P387111,SKU-98827,Prevent Electronics,Sports,R$ 331.82,R$ 495.25,33%,Beyond reach much beautiful newspaper fly build hit similar adult certainly movement but cultural doctor whose fine this.,7.4,54x61x86,Hodges Inc,Black,12,101,0
P393448,SKU-13935,Need Electronics,Electronics,R$ 653.74,R$ 990.51,34%,Energy number difficult picture political black quality most reach.,4.4,42x40x17,Delacruz-Blackwell,Red,13,306,1
P840216,SKU-90842,Themselves Home,Home & Kitchen,R$ 223.22,R$ 275.58,19%,Better real involve ready traditional mean whatever own right heart least sure even institution dark end source into professional thank.,2.1,33x90x43,Hebert-Silva,Blue,7,348,0
P871183,SKU-22448,Vote Home,Home & Kitchen,R$ 330.34,R$ 493.05,33%,Story place nearly next population almost wide outside born it field question total.,6.4,51x98x63,Morrow and Sons,Gray,7,15,0
P750761,SKU-95511,Radio Books,Fashion,R$ 565.52,R$ 883.63,36%,Myself free myself couple paper author security side per activity describe investment blue meet medical sister fish.,1.7,54x90x28,"Hurst, Holland and Allen",Red,15,382,1
P726473,SKU-15667,Hard Fashion,Fashion,R$ 904.0,R$ 1738.47,48%,Southern choose produce she admit move threat economy picture pay account onto account health.,8.0,83x27x75,King-Alvarez,Blue,21,200,1
P721041,SKU-13758,Operation Sports,Home & Kitchen,R$ 1343.28,R$ 1815.24,26%,International require risk actually meeting yourself figure region stay hot energy according between Congress game up adult article man.,4.4,30x74x93,"Moore, Castaneda and Cardenas",Gray,18,484,1
P275379,SKU-80066,Catch Books,Books,R$ 1703.5,R$ 1935.8,12%,Those window to management memory bring provide crime international give unit policy opportunity represent particular reflect wind effect.,0.9,34x44x73,"Davidson, Patterson and Charles",Yellow,13,304,0
P305575,SKU-36155,Theory Sports,Home & Kitchen,R$ 508.73,R$ 669.38,24%,Various decide mind dark common significant send security floor.,10.0,20x60x33,Thomas LLC,Blue,21,449,0
P46468,SKU-62330,Wind Electronics,Electronics,R$ 1705.53,R$ 1983.17,14%,Which eight hit miss reflect almost writer to lose challenge son finally prove positive.,1.1,80x84x93,"Love, Reyes and Moore",Red,23,486,1
P105966,SKU-9743,Address Electronics,Fashion,R$ 303.15,R$ 496.96,39%,Whatever five majority central per major health figure environment red.,3.2,96x31x39,"Collins, Nelson and Campbell",Yellow,11,451,1
P341191,SKU-79106,Choice Books,Sports,R$ 342.22,R$ 510.77,33%,Population television end turn grow image front particularly grow concern alone media during yard rich natural house wear green.,6.0,88x27x95,"Serrano, Krueger and Reed",Red,7,253,0
P150255,SKU-67163,Open Sports,Electronics,R$ 703.59,R$ 902.04,22%,Truth end action article expert people provide crime practice bar identify campaign every modern.,4.3,34x45x21,Woodard Group,Gray,13,440,1
P106538,SKU-19258,Whole Home,Electronics,R$ 63.13,R$ 110.76,43%,Boy teacher leader give program choice hard receive world hard.,2.7,24x28x89,"Evans, Romero and Franklin",Blue,12,439,1
P675540,SKU-57331,Compare Books,Sports,R$ 667.72,R$ 981.94,32%,Process read huge your easy get behind particular ever account those suddenly hour from year.,8.4,69x15x44,Adams and Sons,Blue,23,452,1
P503613,SKU-1544,Carry Sports,Electronics,R$ 1200.16,R$ 1690.36,29%,North allow the analysis decide anyone this data above student western special husband.,6.7,47x86x48,"Delgado, Ayala and Moore",Blue,18,357,1
P148676,SKU-94199,Southern Books,Electronics,R$ 706.04,R$ 1384.39,49%,Relationship film under get garden fill form citizen instead reveal business respond they discover series.,8.0,69x84x50,Clark Group,White,19,67,0
P664605,SKU-94656,Way Electronics,Fashion,R$ 839.55,R$ 1499.19,44%,Despite sing more their single on answer expert police themselves prove offer opportunity especially law recognize democratic entire.,0.8,18x41x12,Ashley-Clark,Red,20,337,1
P855700,SKU-8921,Minute Sports,Electronics,R$ 188.38,R$ 235.48,20%,Nearly center identify Democrat case explain player tough age network bill marriage event.,9.2,27x98x94,Newton-Hines,Black,22,103,1
P324623,SKU-15033,Cover Books,Sports,R$ 748.09,R$ 1084.19,31%,Maybe student wish doctor listen entire say probably room now account.,9.1,82x44x54,"Palmer, Berry and Graves",Gray,8,374,0
P822999,SKU-40808,Third Sports,Books,R$ 1037.39,R$ 1503.46,31%,Too when when at resource difference write certain although.,6.9,35x41x70,Rice-Contreras,Green,14,127,1
P716906,SKU-46955,Brother Books,Electronics,R$ 1330.02,R$ 1705.15,22%,Stop at sign against also note indeed describe radio speak population must become decade respond under idea history before.,10.0,11x64x98,"Cook, Nguyen and Robles",Green,6,59,0
P49324,SKU-68260,Century Electronics,Books,R$ 113.07,R$ 194.95,42%,They nearly machine close laugh see by late evidence evidence attorney social.,6.2,14x24x18,Murillo-Greene,Black,12,215,0
P740751,SKU-79064,Trouble Home,Books,R$ 867.64,R$ 1470.57,41%,So everyone likely open conference star research record quickly prepare you chair memory kid none.,7.4,69x12x37,"Whitaker, Becker and Sanchez",Green,24,470,0
P207966,SKU-87676,We Home,Fashion,R$ 1030.74,R$ 1636.09,37%,Within land particular wall next toward anything issue possible class cut nearly series act able politics say while.,8.9,43x64x84,Wade Group,Yellow,9,357,1
P903392,SKU-83902,Anything Sports,Fashion,R$ 942.98,R$ 1746.25,46%,Decision property than away create part our economic local day big dream least federal environmental.,5.7,37x96x72,"Flores, Day and Swanson",Green,15,326,0
P770880,SKU-67205,Officer Books,Sports,R$ 1030.77,R$ 1662.54,38%,Decade heavy sea two left more about understand remember into same son almost article.,0.8,61x64x37,"Clark, Foster and Phillips",White,13,303,0
P650081,SKU-73102,Matter Fashion,Home & Kitchen,R$ 166.71,R$ 320.59,48%,Commercial that probably change air one although special usually task lay yeah available herself feeling remember popular.,4.5,60x34x49,Sanders-Fisher,Yellow,11,353,1
P619096,SKU-92210,Field Electronics,Sports,R$ 1073.51,R$ 1376.3,22%,Her move management green however write above follow book black area between trouble.,5.2,25x15x54,Johnson-Cannon,Red,12,333,0
P793112,SKU-34343,Candidate Sports,Books,R$ 96.48,R$ 110.9,13%,Nor reveal himself family political stop learn inside boy generation often others whatever instead role edge mission why interest.,4.3,34x40x84,Gibbs LLC,Blue,23,295,1
P491715,SKU-68729,Car Books,Home & Kitchen,R$ 451.13,R$ 805.59,44%,Without lead player when someone good event relationship however against hold hair popular.,8.1,87x87x21,"Butler, Steele and Fuller",White,13,64,0
P166496,SKU-49832,Middle Electronics,Fashion,R$ 333.35,R$ 350.89,5%,Whom discuss individual thus huge loss feeling tax owner story reduce room reveal really eat often game hospital democratic arm.,1.7,67x18x47,"Owens, Hughes and Briggs",Gray,19,372,1
P708261,SKU-87631,Have Sports,Home & Kitchen,R$ 1565.53,R$ 1701.66,8%,Dinner truth about outside staff consumer check trial final simply agent.,5.3,47x10x10,"Beltran, Rodriguez and Reyes",White,6,269,0
P845945,SKU-64074,Partner Electronics,Electronics,R$ 878.16,R$ 944.26,7%,Baby explain deep still third day sister finally necessary because action would something born.,1.1,15x13x57,"Stone, Molina and Acevedo",White,16,306,1
P78627,SKU-23989,Person Sports,Electronics,R$ 144.37,R$ 248.92,42%,Will avoid price real month blood impact course identify event dream use population skin street human in cost.,2.3,12x30x60,"Cooper, Robertson and Wood",Gray,11,337,0
P577988,SKU-10808,Risk Books,Sports,R$ 1049.9,R$ 1521.6,31%,Away conference price police large central lead hope history.,3.5,69x13x93,Gomez Group,Gray,10,487,1
P961339,SKU-41627,Certainly Electronics,Fashion,R$ 784.15,R$ 1479.52,47%,Reality gun modern our wear for say bed concern.,5.9,58x37x87,Townsend-Walton,Yellow,12,295,1
P785359,SKU-66302,To Books,Sports,R$ 996.56,R$ 1811.92,45%,Arrive evening break usually east minute growth lawyer agree now us just natural ball.,7.5,62x36x15,"Elliott, Butler and Strong",Black,20,455,0
P56646,SKU-12350,Build Books,Electronics,R$ 414.33,R$ 552.44,25%,Whole pattern none particular eight difference body score toward.,0.7,46x45x43,Daniels-Martinez,Blue,14,52,1
P943565,SKU-92604,These Electronics,Books,R$ 46.63,R$ 56.18,17%,Realize second as data compare expect range husband idea level loss on bed soldier drive.,0.7,26x23x78,Brown-Williams,Green,15,15,0
P856554,SKU-75216,Home Home,Sports,R$ 801.84,R$ 1145.48,30%,Involve commercial traditional reason church among series news born child position.,8.2,91x78x58,"Heath, Mcneil and Ellis",Black,6,47,1
P189253,SKU-32175,Pattern Home,Electronics,R$ 101.86,R$ 185.2,45%,Shoulder last walk of despite although next instead base water suggest security right.,2.1,43x87x44,"Flores, Boone and Powers",Gray,9,141,0
P970745,SKU-98023,Parent Fashion,Books,R$ 1332.34,R$ 1825.12,27%,Past poor site common same ready stand prove black right character go American push include necessary ago manage address program fact.,9.1,64x98x94,Dunlap-Wilcox,Red,7,196,1
P525611,SKU-35868,Boy Books,Books,R$ 1500.81,R$ 1808.2,17%,Energy need fire important nothing serve adult actually road man run along.,1.6,59x95x47,Morris Inc,White,10,9,1
P397428,SKU-70896,Everything Books,Fashion,R$ 1255.71,R$ 1768.6,29%,Successful student nature election get sense shoulder to just light serve deep read level fear create college toward blood heart.,0.7,42x47x22,Griffith-Grimes,Green,22,460,0
P648752,SKU-51845,Add Books,Fashion,R$ 1448.97,R$ 1724.97,16%,Drive issue light citizen health throughout win current mean early ten woman simply.,1.6,70x40x36,"Ramsey, Miller and Williams",Blue,7,314,1
P61307,SKU-23324,Fall Fashion,Electronics,R$ 1012.72,R$ 1100.78,8%,Finish onto recently true organization unit arrive among black.,4.8,98x38x89,Hutchinson-Smith,Gray,6,79,1
P145475,SKU-85028,Movie Electronics,Sports,R$ 484.96,R$ 621.74,22%,Program keep adult such choice rock dark group record about job financial.,5.0,34x18x48,Chen-Maxwell,Yellow,8,276,1
P74253,SKU-15699,Think Fashion,Books,R$ 192.15,R$ 315.0,39%,Affect effort material other difference case street ahead store sort his increase long fill star industry despite both everyone suggest.,6.5,37x40x11,Hebert-Fernandez,Yellow,18,0,1
P154589,SKU-64604,Assume Electronics,Fashion,R$ 817.77,R$ 1105.1,26%,Card lawyer explain way rule born sometimes image conference certain board every prepare term TV pay.,3.3,34x37x93,Young PLC,Gray,9,324,1
P622210,SKU-86180,Reason Fashion,Books,R$ 567.66,R$ 746.92,24%,Late single key major discussion will necessary how continue admit fire player thing yeah help bank.,4.7,59x96x33,Jordan PLC,Black,16,354,1
P571825,SKU-21461,Report Fashion,Books,R$ 293.71,R$ 473.73,38%,Either official opportunity especially mind end wait remember this election make Democrat line mind put player shake class mission.,2.7,38x67x91,Rhodes-Wells,Green,13,294,1
